-0.0036025448	-0.03078181	0.051196508	-0.0025120606	0.03968597	-0.276003	0.043139517	0.02963571	0.024835791	0.022799473	0.013622015	-0.022030437	0.0021471477	-0.018851534	0.007955047	-0.016505066
0.17172678	0.14510053	-0.09169316	0.1900311	-0.13391563	-0.4547473	0.25749454	-0.0750638	-0.18638963	-0.0726982	0.21782714	-0.19570614	0.11922666	0.14602172	0.1129066	-0.19792406
0.004372231	0.029769512	0.013225076	0.04358644	-0.06631695	-0.5535978	0.13444744	0.13135469	0.024189398	0.050609853	0.08752395	-0.048333872	0.02844133	0.022384934	0.02185071	-0.05920346
0.020116579	0.0043090694	0.035323966	-0.012227129	-0.038477886	0.019768182	-0.017321635	0.012472343	0.0041810162	0.016282845	-0.023094762	-0.0015513524	0.005359806	0.0145623945	0.03919859	0.017831732
-0.118174426	-0.054562043	0.122612834	-0.05417032	0.06354642	-0.50648546	0.10628245	0.2509599	0.12291677	0.09033035	-0.015107774	0.07011606	-0.06663088	-0.078935154	-0.009718034	0.057713564
-0.1452425	-0.12020638	0.16183859	-0.12157469	0.12074819	-0.5494235	-0.019764502	0.16963165	0.18054956	0.1723126	-0.15267722	0.10799396	-0.114939325	-0.17871724	-0.11259186	0.07894011
-0.06016135	-0.025227511	0.1355739	-0.045171745	0.015870407	-0.55678236	0.07535001	0.20817566	0.034605484	0.055666186	0.04652377	0.011870926	-0.055005003	-0.04813989	-0.036606323	0.0093449745
0.025508448	-0.0019455916	0.039471317	0.071408376	-0.056878757	-0.63212	0.14330068	0.05607602	0.009731971	0.028647495	0.055788882	-0.041961286	-0.01070212	0.032113895	0.067329705	-0.07348764
0.08662417	0.008883803	0.0048792744	0.014337072	-0.09068567	-0.37940022	0.12881139	0.132003	-0.019790826	0.011927579	0.040173657	-0.05766162	0.04167732	0.0048307804	0.06545906	-0.06839729
-0.10856131	-0.10021982	0.09715643	-0.038015284	0.078238875	-0.60511345	0.062337387	0.2128733	0.110011935	0.1354768	-0.022529982	0.06541591	-0.06744432	-0.08802747	-0.079407	0.10778786
0.0546021	0.005323428	0.060564075	0.018648094	0.021938795	-0.44462183	0.13486591	0.13758801	-0.031212026	-0.003410477	0.031191092	-0.056778584	0.028464446	0.0186332	0.062019076	-0.08513115
-0.05019723	-0.016343761	0.09824792	0.00025644107	-0.055969954	-0.587184	0.12178183	0.11242163	0.1097821	0.02141582	0.07419767	0.018183496	-0.05020184	-0.04081232	0.033113394	0.02729441
